gain	4	2	-70
gain	2	5	-100
gain	5	2	-100
gain	2	6	-70
gain	6	2	-70
gain	2	7	-70
gain	7	2	-70
gain	2	8	-100
gain	8	2	-100
gain	2	9	-100
gain	9	2	-100
gain	2	10	-100
gain	10	2	-100
gain	2	11	-100
gain	11	2	-100
gain	2	12	-100
gain	12	2	-100
gain	2	13	-100
gain	13	2	-100
gain	2	14	-70
gain	14	2	-70
gain	2	15	-100
gain	15	2	-100
gain	2	16	-70
gain	16	2	-70
gain	2	17	-100
gain	17	2	-100
gain	2	18	-100
gain	18	2	-100
gain	2	19	-100
gain	19	2	-100
gain	2	20	-100
gain	20	2	-100
gain	2	21	-100
gain	21	2	-100
gain	2	22	-100
gain	22	2	-100
gain	2	23	-100
gain	23	2	-100
gain	2	24	-100
gain	24	2	-100
gain	2	25	-100
gain	25	2	-100
gain	2	26	-100
gain	26	2	-100
gain	2	27	-100
gain	27	2	-100
gain	2	28	-100
gain	28	2	-100
gain	2	29	-100
gain	29	2	-100
gain	2	30	-100
gain	30	2	-100
gain	2	31	-100
gain	31	2	-100
gain	2	32	-100
gain	32	2	-100
gain	3	4	-100
gain	4	3	-100
gain	3	5	-100
gain	5	3	-100
gain	3	6	-100
gain	6	3	-100
gain	3	7	-70
gain	7	3	-70
gain	3	8	-100
gain	8	3	-100
gain	3	9	-100
gain	9	3	-100
gain	3	10	-100
gain	10	3	-100
gain	3	11	-100
gain	11	3	-100
gain	3	12	-100
gain	12	3	-100
gain	3	13	-100
gain	13	3	-100
gain	3	14	-100
gain	14	3	-100
gain	3	15	-100
gain	15	3	-100
gain	3	16	-100
gain	16	3	-100
gain	3	17	-100
gain	17	3	-100
gain	3	18	-100
gain	18	3	-100
gain	3	19	-100
gain	19	3	-100
gain	3	20	-100
gain	20	3	-100
gain	3	21	-100
gain	21	3	-100
gain	3	22	-100
gain	22	3	-100
gain	3	23	-100
gain	23	3	-100
gain	3	24	-100
gain	24	3	-100
gain	3	25	-100
gain	25	3	-100
gain	3	26	-100
gain	26	3	-100
gain	3	27	-100
gain	27	3	-100
gain	3	28	-100
gain	28	3	-100
gain	3	29	-100
gain	29	3	-100
gain	3	30	-100
gain	30	3	-100
gain	3	31	-100
gain	31	3	-100
gain	3	32	-100
gain	32	3	-100
gain	4	5	-100
gain	5	4	-100
gain	4	6	-100
gain	6	4	-100
gain	4	7	-100
gain	7	4	-100
gain	4	8	-100
gain	8	4	-100
gain	4	9	-100
gain	9	4	-100
gain	4	10	-100
gain	10	4	-100
gain	4	11	-100
gain	11	4	-100
gain	4	12	-100
gain	12	4	-100
gain	4	13	-100
gain	13	4	-100
gain	4	14	-100
gain	14	4	-100
gain	4	15	-100
gain	15	4	-100
gain	4	16	-100
gain	16	4	-100
gain	4	17	-100
gain	17	4	-100
gain	4	18	-100
gain	18	4	-100
gain	4	19	-100
gain	19	4	-100
gain	4	20	-100
gain	20	4	-100
gain	4	21	-100
gain	21	4	-100
gain	4	22	-100
gain	22	4	-100
gain	4	23	-100
gain	23	4	-100
gain	4	24	-100
gain	24	4	-100
gain	4	25	-100
gain	25	4	-100
gain	4	26	-100
gain	26	4	-100
gain	4	27	-100
gain	27	4	-100
gain	4	28	-100
gain	28	4	-100
gain	4	29	-100
gain	29	4	-100
gain	4	30	-100
gain	30	4	-100
gain	4	31	-100
gain	31	4	-100
gain	4	32	-100
gain	32	4	-100
gain	5	6	-100
gain	6	5	-100
gain	5	7	-100
gain	7	5	-100
gain	5	8	-100
gain	8	5	-100
gain	5	9	-100
gain	9	5	-100
gain	5	10	-100
gain	10	5	-100
gain	5	11	-100
gain	11	5	-100
gain	5	12	-100
gain	12	5	-100
gain	5	13	-100
gain	13	5	-100
gain	5	14	-100
gain	14	5	-100
gain	5	15	-100
gain	15	5	-100
gain	5	16	-100
gain	16	5	-100
gain	5	17	-100
gain	17	5	-100
gain	5	18	-100
gain	18	5	-100
gain	5	19	-100
gain	19	5	-100
gain	5	20	-100
gain	20	5	-100
gain	5	21	-100
gain	21	5	-100
gain	5	22	-100
gain	22	5	-100
gain	5	23	-100
gain	23	5	-100
gain	5	24	-100
gain	24	5	-100
gain	5	25	-100
gain	25	5	-100
gain	5	26	-100
gain	26	5	-100
gain	5	27	-100
gain	27	5	-100
gain	5	28	-100
gain	28	5	-100
gain	5	29	-100
gain	29	5	-100
gain	5	30	-100
gain	30	5	-100
gain	5	31	-100
gain	31	5	-100
gain	5	32	-100
gain	32	5	-100
gain	6	7	-70
gain	7	6	-70
gain	6	8	-70
gain	8	6	-70
gain	6	9	-100
gain	9	6	-100
gain	6	10	-100
gain	10	6	-100
gain	6	11	-100
gain	11	6	-100
gain	6	12	-100
gain	12	6	-100
gain	6	13	-100
gain	13	6	-100
gain	6	14	-70
gain	14	6	-70
gain	6	15	-100
gain	15	6	-100
gain	6	16	-100
gain	16	6	-100
gain	6	17	-100
gain	17	6	-100
gain	6	18	-100
gain	18	6	-100
gain	6	19	-100
gain	19	6	-100
gain	6	20	-100
gain	20	6	-100
gain	6	21	-70
gain	21	6	-70
gain	6	22	-100
gain	22	6	-100
gain	6	23	-100
gain	23	6	-100
gain	6	24	-100
gain	24	6	-100
gain	6	25	-100
gain	25	6	-100
gain	6	26	-100
gain	26	6	-100
gain	6	27	-100
gain	27	6	-100
gain	6	28	-100
gain	28	6	-100
gain	6	29	-100
gain	29	6	-100
gain	6	30	-100
gain	30	6	-100
gain	6	31	-100
gain	31	6	-100
gain	6	32	-100
gain	32	6	-100
gain	7	8	-70
gain	8	7	-70
gain	7	9	-70
gain	9	7	-70
gain	7	10	-100
gain	10	7	-100
gain	7	11	-100
gain	11	7	-100
gain	7	12	-100
gain	12	7	-100
gain	7	13	-100
gain	13	7	-100
gain	7	14	-100
gain	14	7	-100
gain	7	15	-100
gain	15	7	-100
gain	7	16	-100
gain	16	7	-100
gain	7	17	-100
gain	17	7	-100
gain	7	18	-100
gain	18	7	-100
gain	7	19	-100
gain	19	7	-100
gain	7	20	-100
gain	20	7	-100
gain	7	21	-100
gain	21	7	-100
gain	7	22	-100
gain	22	7	-100
gain	7	23	-100
gain	23	7	-100
gain	7	24	-100
gain	24	7	-100
gain	7	25	-100
gain	25	7	-100
gain	7	26	-100
gain	26	7	-100
gain	7	27	-100
gain	27	7	-100
gain	7	28	-100
gain	28	7	-100
gain	7	29	-100
gain	29	7	-100
gain	7	30	-100
gain	30	7	-100
gain	7	31	-100
gain	31	7	-100
gain	7	32	-100
gain	32	7	-100
gain	8	9	-70
gain	9	8	-70
gain	8	10	-70
gain	10	8	-70
gain	8	11	-100
gain	11	8	-100
gain	8	12	-100
gain	12	8	-100
gain	8	13	-100
gain	13	8	-100
gain	8	14	-100
gain	14	8	-100
gain	8	15	-100
gain	15	8	-100
gain	8	16	-100
gain	16	8	-100
gain	8	17	-100
gain	17	8	-100
gain	8	18	-100
gain	18	8	-100
gain	8	19	-100
gain	19	8	-100
gain	8	20	-100
gain	20	8	-100
gain	8	21	-70
gain	21	8	-70
gain	8	22	-100
gain	22	8	-100
gain	8	23	-70
gain	23	8	-70
gain	8	24	-100
gain	24	8	-100
gain	8	25	-100
gain	25	8	-100
gain	8	26	-100
gain	26	8	-100
gain	8	27	-100
gain	27	8	-100
gain	8	28	-100
gain	28	8	-100
gain	8	29	-100
gain	29	8	-100
gain	8	30	-100
gain	30	8	-100
gain	8	31	-100
gain	31	8	-100
gain	8	32	-100
gain	32	8	-100
gain	9	10	-70
gain	10	9	-70
gain	9	11	-70
gain	11	9	-70
gain	9	12	-70
gain	12	9	-70
gain	9	13	-100
gain	13	9	-100
gain	9	14	-100
gain	14	9	-100
gain	9	15	-100
gain	15	9	-100
gain	9	16	-100
gain	16	9	-100
gain	9	17	-100
gain	17	9	-100
gain	9	18	-100
gain	18	9	-100
gain	9	19	-100
gain	19	9	-100
gain	9	20	-100
gain	20	9	-100
gain	9	21	-100
gain	21	9	-100
gain	9	22	-100
gain	22	9	-100
gain	9	23	-100
gain	23	9	-100
gain	9	24	-100
gain	24	9	-100
gain	9	25	-100
gain	25	9	-100
gain	9	26	-100
gain	26	9	-100
gain	9	27	-100
gain	27	9	-100
gain	9	28	-100
gain	28	9	-100
gain	9	29	-100
gain	29	9	-100
gain	9	30	-100
gain	30	9	-100
gain	9	31	-100
gain	31	9	-100
gain	9	32	-100
gain	32	9	-100
gain	10	11	-70
gain	11	10	-70
gain	10	12	-100
gain	12	10	-100
gain	10	13	-100
gain	13	10	-100
gain	10	14	-100
gain	14	10	-100
gain	10	15	-100
gain	15	10	-100
gain	10	16	-100
gain	16	10	-100
gain	10	17	-100
gain	17	10	-100
gain	10	18	-100
gain	18	10	-100
gain	10	19	-100
gain	19	10	-100
gain	10	20	-100
gain	20	10	-100
gain	10	21	-100
gain	21	10	-100
gain	10	22	-100
gain	22	10	-100
gain	10	23	-70
gain	23	10	-70
gain	10	24	-100
gain	24	10	-100
gain	10	25	-70
gain	25	10	-70
gain	10	26	-100
gain	26	10	-100
gain	10	27	-100
gain	27	10	-100
gain	10	28	-100
gain	28	10	-100
gain	10	29	-100
gain	29	10	-100
gain	10	30	-100
gain	30	10	-100
gain	10	31	-100
gain	31	10	-100
gain	10	32	-100
gain	32	10	-100
gain	11	12	-70
gain	12	11	-70
gain	11	13	-100
gain	13	11	-100
gain	11	14	-100
gain	14	11	-100
gain	11	15	-100
gain	15	11	-100
gain	11	16	-100
gain	16	11	-100
gain	11	17	-100
gain	17	11	-100
gain	11	18	-100
gain	18	11	-100
gain	11	19	-100
gain	19	11	-100
gain	11	20	-100
gain	20	11	-100
gain	11	21	-100
gain	21	11	-100
gain	11	22	-100
gain	22	11	-100
gain	11	23	-100
gain	23	11	-100
gain	11	24	-100
gain	24	11	-100
gain	11	25	-100
gain	25	11	-100
gain	11	26	-100
gain	26	11	-100
gain	11	27	-100
gain	27	11	-100
gain	11	28	-100
gain	28	11	-100
gain	11	29	-100
gain	29	11	-100
gain	11	30	-100
gain	30	11	-100
gain	11	31	-100
gain	31	11	-100
gain	11	32	-100
gain	32	11	-100
gain	12	13	-100
gain	13	12	-100
gain	12	14	-100
gain	14	12	-100
gain	12	15	-100
gain	15	12	-100
gain	12	16	-100
gain	16	12	-100
gain	12	17	-100
gain	17	12	-100
gain	12	18	-100
gain	18	12	-100
gain	12	19	-100
gain	19	12	-100
gain	12	20	-100
gain	20	12	-100
gain	12	21	-100
gain	21	12	-100
gain	12	22	-100
gain	22	12	-100
gain	12	23	-100
gain	23	12	-100
gain	12	24	-100
gain	24	12	-100
gain	12	25	-100
gain	25	12	-100
gain	12	26	-100
gain	26	12	-100
gain	12	27	-100
gain	27	12	-100
gain	12	28	-100
gain	28	12	-100
gain	12	29	-100
gain	29	12	-100
gain	12	30	-100
gain	30	12	-100
gain	12	31	-100
gain	31	12	-100
gain	12	32	-100
gain	32	12	-100
gain	13	14	-70
gain	14	13	-70
gain	13	15	-70
gain	15	13	-70
gain	13	16	-100
gain	16	13	-100
gain	13	17	-100
gain	17	13	-100
gain	13	18	-100
gain	18	13	-100
gain	13	19	-100
gain	19	13	-100
gain	13	20	-100
gain	20	13	-100
gain	13	21	-70
gain	21	13	-70
gain	13	22	-100
gain	22	13	-100
gain	13	23	-100
gain	23	13	-100
gain	13	24	-100
gain	24	13	-100
gain	13	25	-100
gain	25	13	-100
gain	13	26	-100
gain	26	13	-100
gain	13	27	-100
gain	27	13	-100
gain	13	28	-100
gain	28	13	-100
gain	13	29	-100
gain	29	13	-100
gain	13	30	-100
gain	30	13	-100
gain	13	31	-100
gain	31	13	-100
gain	13	32	-100
gain	32	13	-100
gain	14	15	-70
gain	15	14	-70
gain	14	16	-70
gain	16	14	-70
gain	14	17	-100
gain	17	14	-100
gain	14	18	-100
gain	18	14	-100
gain	14	19	-100
gain	19	14	-100
gain	14	20	-100
gain	20	14	-100
gain	14	21	-70
gain	21	14	-70
gain	14	22	-100
gain	22	14	-100
gain	14	23	-100
gain	23	14	-100
gain	14	24	-100
gain	24	14	-100
gain	14	25	-100
gain	25	14	-100
gain	14	26	-100
gain	26	14	-100
gain	14	27	-100
gain	27	14	-100
gain	14	28	-100
gain	28	14	-100
gain	14	29	-100
gain	29	14	-100
gain	14	30	-100
gain	30	14	-100
gain	14	31	-100
gain	31	14	-100
gain	14	32	-100
gain	32	14	-100
gain	15	16	-70
gain	16	15	-70
gain	15	17	-70
gain	17	15	-70
gain	15	18	-70
gain	18	15	-70
gain	15	19	-100
gain	19	15	-100
gain	15	20	-100
gain	20	15	-100
gain	15	21	-100
gain	21	15	-100
gain	15	22	-100
gain	22	15	-100
gain	15	23	-100
gain	23	15	-100
gain	15	24	-100
gain	24	15	-100
gain	15	25	-100
gain	25	15	-100
gain	15	26	-100
gain	26	15	-100
gain	15	27	-100
gain	27	15	-100
gain	15	28	-100
gain	28	15	-100
gain	15	29	-100
gain	29	15	-100
gain	15	30	-100
gain	30	15	-100
gain	15	31	-100
gain	31	15	-100
gain	15	32	-100
gain	32	15	-100
gain	16	17	-70
gain	17	16	-70
gain	16	18	-100
gain	18	16	-100
gain	16	19	-100
gain	19	16	-100
gain	16	20	-100
gain	20	16	-100
gain	16	21	-100
gain	21	16	-100
gain	16	22	-100
gain	22	16	-100
gain	16	23	-100
gain	23	16	-100
gain	16	24	-100
gain	24	16	-100
gain	16	25	-100
gain	25	16	-100
gain	16	26	-100
gain	26	16	-100
gain	16	27	-100
gain	27	16	-100
gain	16	28	-100
gain	28	16	-100
gain	16	29	-100
gain	29	16	-100
gain	16	30	-100
gain	30	16	-100
gain	16	31	-100
gain	31	16	-100
gain	16	32	-100
gain	32	16	-100
gain	17	18	-100
gain	18	17	-100
gain	17	19	-100
gain	19	17	-100
gain	17	20	-100
gain	20	17	-100
gain	17	21	-100
gain	21	17	-100
gain	17	22	-100
gain	22	17	-100
gain	17	23	-100
gain	23	17	-100
gain	17	24	-100
gain	24	17	-100
gain	17	25	-100
gain	25	17	-100
gain	17	26	-100
gain	26	17	-100
gain	17	27	-100
gain	27	17	-100
gain	17	28	-100
gain	28	17	-100
gain	17	29	-100
gain	29	17	-100
gain	17	30	-100
gain	30	17	-100
gain	17	31	-100
gain	31	17	-100
gain	17	32	-100
gain	32	17	-100
gain	18	19	-70
gain	19	18	-70
gain	18	20	-100
gain	20	18	-100
gain	18	21	-100
gain	21	18	-100
gain	18	22	-100
gain	22	18	-100
gain	18	23	-100
gain	23	18	-100
gain	18	24	-100
gain	24	18	-100
gain	18	25	-100
gain	25	18	-100
gain	18	26	-100
gain	26	18	-100
gain	18	27	-100
gain	27	18	-100
gain	18	28	-100
gain	28	18	-100
gain	18	29	-100
gain	29	18	-100
gain	18	30	-100
gain	30	18	-100
gain	18	31	-100
gain	31	18	-100
gain	18	32	-100
gain	32	18	-100
gain	19	20	-70
gain	20	19	-70
gain	19	21	-100
gain	21	19	-100
gain	19	22	-100
gain	22	19	-100
gain	19	23	-100
gain	23	19	-100
gain	19	24	-100
gain	24	19	-100
gain	19	25	-100
gain	25	19	-100
gain	19	26	-100
gain	26	19	-100
gain	19	27	-100
gain	27	19	-100
gain	19	28	-100
gain	28	19	-100
gain	19	29	-100
gain	29	19	-100
gain	19	30	-70
gain	30	19	-70
gain	19	31	-100
gain	31	19	-100
gain	19	32	-100
gain	32	19	-100
gain	20	21	-100
gain	21	20	-100
gain	20	22	-100
gain	22	20	-100
gain	20	23	-100
gain	23	20	-100
gain	20	24	-100
gain	24	20	-100
gain	20	25	-100
gain	25	20	-100
gain	20	26	-100
gain	26	20	-100
gain	20	27	-100
gain	27	20	-100
gain	20	28	-100
gain	28	20	-100
gain	20	29	-70
gain	29	20	-70
gain	20	30	-70
gain	30	20	-70
gain	20	31	-70
gain	31	20	-70
gain	20	32	-100
gain	32	20	-100
gain	21	22	-70
gain	22	21	-70
gain	21	23	-70
gain	23	21	-70
gain	21	24	-100
gain	24	21	-100
gain	21	25	-100
gain	25	21	-100
gain	21	26	-100
gain	26	21	-100
gain	21	27	-100
gain	27	21	-100
gain	21	28	-100
gain	28	21	-100
gain	21	29	-100
gain	29	21	-100
gain	21	30	-100
gain	30	21	-100
gain	21	31	-100
gain	31	21	-100
gain	21	32	-100
gain	32	21	-100
gain	22	23	-70
gain	23	22	-70
gain	22	24	-70
gain	24	22	-70
gain	22	25	-100
gain	25	22	-100
gain	22	26	-100
gain	26	22	-100
gain	22	27	-100
gain	27	22	-100
gain	22	28	-100
gain	28	22	-100
gain	22	29	-70
gain	29	22	-70
gain	22	30	-100
gain	30	22	-100
gain	22	31	-100
gain	31	22	-100
gain	22	32	-100
gain	32	22	-100
gain	23	24	-100
gain	24	23	-100
gain	23	25	-70
gain	25	23	-70
gain	23	26	-100
gain	26	23	-100
gain	23	27	-100
gain	27	23	-100
gain	23	28	-100
gain	28	23	-100
gain	23	29	-100
gain	29	23	-100
gain	23	30	-100
gain	30	23	-100
gain	23	31	-100
gain	31	23	-100
gain	23	32	-100
gain	32	23	-100
gain	24	25	-100
gain	25	24	-100
gain	24	26	-70
gain	26	24	-70
gain	24	27	-70
gain	27	24	-70
gain	24	28	-70
gain	28	24	-70
gain	24	29	-70
gain	29	24	-70
gain	24	30	-100
gain	30	24	-100
gain	24	31	-100
gain	31	24	-100
gain	24	32	-100
gain	32	24	-100
gain	25	26	-70
gain	26	25	-70
gain	25	27	-100
gain	27	25	-100
gain	25	28	-100
gain	28	25	-100
gain	25	29	-100
gain	29	25	-100
gain	25	30	-100
gain	30	25	-100
gain	25	31	-100
gain	31	25	-100
gain	25	32	-100
gain	32	25	-100
gain	26	27	-70
gain	27	26	-70
gain	26	28	-100
gain	28	26	-100
gain	26	29	-100
gain	29	26	-100
gain	26	30	-100
gain	30	26	-100
gain	26	31	-100
gain	31	26	-100
gain	26	32	-100
gain	32	26	-100
gain	27	28	-70
gain	28	27	-70
gain	27	29	-100
gain	29	27	-100
gain	27	30	-100
gain	30	27	-100
gain	27	31	-100
gain	31	27	-100
gain	27	32	-100
gain	32	27	-100
gain	28	29	-70
gain	29	28	-70
gain	28	30	-100
gain	30	28	-100
gain	28	31	-100
gain	31	28	-100
gain	28	32	-70
gain	32	28	-70
gain	29	30	-100
gain	30	29	-100
gain	29	31	-100
gain	31	29	-100
gain	29	32	-100
gain	32	29	-100
gain	30	31	-70
gain	31	30	-70
gain	30	32	-100
gain	32	30	-100
gain	31	32	-70
gain	32	31	-70
